// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B412BB
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.0.2
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	AccHR_X	AccHR_Y	AccHR_Z	Gyr_X	Gyr_Y	Gyr_Z	GyrHR_X	GyrHR_Y	GyrHR_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
08596		9.809389	-0.064156	1.948517	0.423607	0.467381	0.168648				-0.003443	-0.013964	-0.012050				-0.605713	0.139893	-0.620605	0.098092	-0.000647	0.019492	1.000000	-0.000017	-0.000070	-0.000060	8.468375	-75.937875	81.536395	0.035761	0.240328	0.970033	-0.999350	0.004282	0.035781	0.004446	-0.970682	0.240325
08597		9.853020	-0.056053	1.979670	0.417849	0.445467	0.218823				-0.004755	-0.012185	-0.014728				-0.603760	0.146484	-0.625488	0.098529	-0.000567	0.019803	1.000000	-0.000024	-0.000061	-0.000074	8.490688	-75.948746	81.502109	0.035878	0.240124	0.970079	-0.999347	0.004495	0.035848	0.004247	-0.970732	0.240129
08598		9.809871	-0.061760	1.946163	0.422365	0.465568	0.168785				-0.004642	-0.009548	-0.010847				-0.605713	0.139893	-0.623047	0.098098	-0.000622	0.019466	1.000000	-0.000023	-0.000048	-0.000054	8.502101	-75.958821	81.478626	0.035951	0.239941	0.970122	-0.999345	0.004705	0.035870	0.004042	-0.970776	0.239953
08599		9.813870	-0.040669	1.917467	0.401625	0.492638	0.166610				-0.004185	-0.009702	-0.009308				-0.603516	0.144287	-0.625488	0.098138	-0.000411	0.019179	1.000000	-0.000021	-0.000049	-0.000047	8.511684	-75.968740	81.457801	0.036013	0.239762	0.970164	-0.999344	0.004900	0.035885	0.003850	-0.970819	0.239781
08600		9.802500	-0.021743	1.928185	0.382511	0.477777	0.158912				-0.004585	-0.008230	-0.008907				-0.603516	0.139893	-0.620605	0.098024	-0.000221	0.019286	1.000000	-0.000023	-0.000041	-0.000045	8.518598	-75.978170	81.439335	0.036067	0.239592	0.970203	-0.999343	0.005099	0.035891	0.003652	-0.970860	0.239619
08601		9.806633	-0.079459	1.971173	0.440684	0.434936	0.171226				-0.005619	-0.010247	-0.009042				-0.605957	0.146484	-0.630127	0.098065	-0.000798	0.019717	1.000000	-0.000028	-0.000051	-0.000045	8.526982	-75.988419	81.418900	0.036126	0.239408	0.970247	-0.999341	0.005307	0.035900	0.003446	-0.970905	0.239442
08602		9.793629	-0.074094	1.950198	0.435055	0.450357	0.153849				-0.001776	-0.008458	-0.011381				-0.603516	0.142090	-0.620850	0.097935	-0.000746	0.019506	1.000000	-0.000009	-0.000042	-0.000057	8.541065	-75.997704	81.394477	0.036205	0.239237	0.970286	-0.999339	0.005488	0.035936	0.003272	-0.970946	0.239277
08603		9.769076	-0.050761	1.940816	0.411008	0.451889	0.128693				-0.004706	-0.010555	-0.005964				-0.603516	0.144287	-0.623291	0.097690	-0.000510	0.019413	1.000000	-0.000024	-0.000053	-0.000030	8.543123	-76.008388	81.381104	0.036233	0.239049	0.970331	-0.999339	0.005680	0.035917	0.003074	-0.970991	0.239097
08604		9.805576	-0.090784	1.936634	0.452297	0.462484	0.161762				-0.005620	-0.010248	-0.009043				-0.608154	0.144287	-0.625488	0.098055	-0.000912	0.019371	1.000000	-0.000028	-0.000051	-0.000045	8.550306	-76.018933	81.361500	0.036288	0.238860	0.970376	-0.999337	0.005894	0.035921	0.002861	-0.971036	0.238916
08605		9.798009	-0.051744	1.919507	0.413098	0.475646	0.151814				-0.003730	-0.009857	-0.007770				-0.608154	0.144287	-0.623291	0.097979	-0.000521	0.019200	1.000000	-0.000019	-0.000049	-0.000039	8.556826	-76.029066	81.344107	0.036335	0.238680	0.970418	-0.999336	0.006080	0.035922	0.002673	-0.971079	0.238742
08606		9.798197	-0.051028	1.918567	0.412451	0.474714	0.151885				-0.002296	-0.009311	-0.008037				-0.603516	0.139893	-0.625244	0.097981	-0.000514	0.019190	1.000000	-0.000011	-0.000047	-0.000040	8.563311	-76.039241	81.327037	0.036380	0.238499	0.970461	-0.999335	0.006262	0.035924	0.002491	-0.971123	0.238568
08607		9.786837	-0.032205	1.929239	0.393378	0.459923	0.144165				-0.003730	-0.009857	-0.007771				-0.610596	0.146484	-0.623291	0.097867	-0.000325	0.019297	1.000000	-0.000019	-0.000049	-0.000039	8.569867	-76.049374	81.309607	0.036427	0.238318	0.970504	-0.999334	0.006448	0.035925	0.002303	-0.971166	0.238394
08608		9.827060	-0.052030	1.897561	0.414559	0.498456	0.175017				-0.004930	-0.005440	-0.006565				-0.605713	0.139893	-0.625244	0.098270	-0.000523	0.018978	1.000000	-0.000025	-0.000027	-0.000033	8.570431	-76.057426	81.297416	0.036457	0.238175	0.970538	-0.999333	0.006647	0.035907	0.002102	-0.971199	0.238259
08609		9.787120	-0.031140	1.927822	0.392150	0.458135	0.144296				-0.006939	-0.008158	-0.004895				-0.601318	0.142090	-0.620850	0.097870	-0.000313	0.019282	1.000000	-0.000035	-0.000041	-0.000024	8.568022	-76.066842	81.287331	0.036475	0.238011	0.970577	-0.999333	0.006857	0.035874	0.001883	-0.971238	0.238102
08610		9.832765	-0.017441	1.900049	0.379708	0.494394	0.182569				-0.013929	-0.007245	-0.004563				-0.614746	0.142090	-0.625488	0.098327	-0.000175	0.019004	1.000000	-0.000070	-0.000036	-0.000023	8.559905	-76.075983	81.279373	0.036484	0.237853	0.970616	-0.999333	0.007128	0.035817	0.001600	-0.971275	0.237954
08611		9.804374	-0.014656	1.918704	0.375783	0.467992	0.159632				-0.008712	-0.006225	-0.009112				-0.603516	0.144287	-0.627930	0.098043	-0.000150	0.019190	1.000000	-0.000044	-0.000031	-0.000046	8.565463	-76.083944	81.260034	0.036544	0.237707	0.970649	-0.999331	0.007366	0.035820	0.001364	-0.971309	0.237818
08612		9.838448	0.017390	1.902629	0.344846	0.490336	0.190112				-0.015820	-0.007638	-0.005837				-0.612305	0.135498	-0.622803	0.098384	0.000173	0.019030	1.000000	-0.000079	-0.000038	-0.000029	8.559119	-76.093263	81.248735	0.036567	0.237544	0.970688	-0.999331	0.007665	0.035770	0.001056	-0.971346	0.237665
08613		9.821578	0.001739	1.909811	0.359411	0.477841	0.174968				-0.020286	-0.002843	-0.003694				-0.601318	0.144287	-0.620850	0.098216	0.000018	0.019100	1.000000	-0.000101	-0.000014	-0.000018	8.544498	-76.099770	81.243353	0.036572	0.237432	0.970716	-0.999331	0.008003	0.035693	0.000706	-0.971371	0.237566
08614		9.819992	-0.011988	1.877708	0.372356	0.507175	0.165404				-0.024186	-0.005955	-0.003299				-0.607910	0.137695	-0.623047	0.098199	-0.000119	0.018780	1.000000	-0.000121	-0.000030	-0.000016	8.527670	-76.108446	81.238837	0.036569	0.237284	0.970752	-0.999331	0.008362	0.035601	0.000330	-0.971404	0.237431
08615		9.816342	-0.032269	1.904927	0.391859	0.478313	0.167695				-0.019887	-0.004316	-0.004099				-0.605713	0.142090	-0.623047	0.098163	-0.000323	0.019051	1.000000	-0.000099	-0.000022	-0.000020	8.514703	-76.115754	81.231987	0.036578	0.237157	0.970782	-0.999331	0.008697	0.035529	-0.000016	-0.971432	0.237316
08616		9.821856	0.001647	1.908380	0.357605	0.475137	0.175162				-0.019488	-0.005789	-0.004502				-0.605713	0.139893	-0.623047	0.098218	0.000016	0.019087	1.000000	-0.000097	-0.000029	-0.000023	8.503384	-76.124171	81.224717	0.036587	0.237011	0.970818	-0.999330	0.009010	0.035461	-0.000342	-0.971465	0.237182
08617		9.803320	-0.027744	1.883862	0.385736	0.492896	0.150397				-0.021322	-0.004864	-0.003834				-0.603760	0.146484	-0.620850	0.098033	-0.000277	0.018841	1.000000	-0.000107	-0.000024	-0.000019	8.489170	-76.131813	81.218305	0.036593	0.236879	0.970850	-0.999330	0.009358	0.035383	-0.000704	-0.971494	0.237063
08618		9.803416	-0.027654	1.883367	0.385112	0.491996	0.150466				-0.023671	-0.005103	-0.006647				-0.608154	0.142090	-0.627686	0.098034	-0.000278	0.018836	1.000000	-0.000118	-0.000026	-0.000033	8.479391	-76.139570	81.206100	0.036624	0.236741	0.970882	-0.999329	0.009732	0.035324	-0.001086	-0.971524	0.236939
08619		9.799746	-0.047938	1.910719	0.404598	0.463123	0.152752				-0.021665	-0.002076	-0.001489				-0.608154	0.144287	-0.620850	0.097997	-0.000478	0.019108	1.000000	-0.000108	-0.000010	-0.000007	8.458632	-76.145831	81.206228	0.036607	0.236637	0.970908	-0.999329	0.010078	0.035222	-0.001450	-0.971546	0.236847
08620		9.781168	-0.077535	1.886401	0.432710	0.480834	0.128003				-0.023156	-0.003941	-0.003167				-0.605957	0.144287	-0.625488	0.097811	-0.000775	0.018866	1.000000	-0.000116	-0.000020	-0.000016	8.441003	-76.153268	81.202642	0.036602	0.236510	0.970939	-0.999328	0.010435	0.035131	-0.001823	-0.971573	0.236733
08621		9.782927	-0.063839	1.917662	0.418536	0.449711	0.137677				-0.017082	-0.004542	-0.006579				-0.612549	0.144287	-0.627930	0.097829	-0.000640	0.019179	1.000000	-0.000085	-0.000023	-0.000033	8.435404	-76.160498	81.189861	0.036636	0.236381	0.970970	-0.999326	0.010749	0.035090	-0.002142	-0.971601	0.236615
08622		9.769799	-0.059288	1.897131	0.413001	0.465193	0.120319				-0.017141	-0.005555	-0.001695				-0.605957	0.144287	-0.627930	0.097697	-0.000592	0.018974	1.000000	-0.000086	-0.000028	-0.000008	8.418294	-76.168901	81.189173	0.036618	0.236239	0.971005	-0.999326	0.011046	0.034998	-0.002458	-0.971632	0.236485
08623		9.811639	-0.066167	1.897289	0.420682	0.473445	0.160839				-0.015708	-0.005008	-0.001961				-0.608398	0.148682	-0.621094	0.098116	-0.000661	0.018975	1.000000	-0.000079	-0.000025	-0.000010	8.403008	-76.176784	81.187179	0.036605	0.236106	0.971038	-0.999326	0.011335	0.034916	-0.002763	-0.971661	0.236362
08624		9.803917	-0.027850	1.880751	0.381485	0.486707	0.150865				-0.012441	-0.005385	-0.002897				-0.608154	0.146484	-0.627930	0.098039	-0.000279	0.018810	1.000000	-0.000062	-0.000027	-0.000014	8.390752	-76.184950	81.183655	0.036599	0.235967	0.971072	-0.999325	0.011599	0.034845	-0.003042	-0.971692	0.236233
08625		9.756873	-0.054920	1.875534	0.406288	0.478953	0.103095				-0.012441	-0.005385	-0.002898				-0.603516	0.144287	-0.620850	0.097568	-0.000549	0.018758	1.000000	-0.000062	-0.000027	-0.000014	8.379613	-76.192968	81.179318	0.036596	0.235830	0.971105	-0.999325	0.011859	0.034779	-0.003315	-0.971722	0.236105
08626		9.773930	-0.038894	1.867351	0.390521	0.489715	0.118369				-0.008200	-0.005059	-0.005639				-0.612549	0.142090	-0.620850	0.097739	-0.000391	0.018676	1.000000	-0.000041	-0.000025	-0.000028	8.376303	-76.200658	81.169498	0.036616	0.235695	0.971137	-0.999323	0.012082	0.034746	-0.003544	-0.971752	0.235978
08627		9.787249	-0.043179	1.886929	0.394832	0.472460	0.135855				-0.012842	-0.003914	-0.002494				-0.605713	0.142090	-0.618408	0.097872	-0.000432	0.018871	1.000000	-0.000064	-0.000020	-0.000012	8.363498	-76.207877	81.166641	0.036609	0.235572	0.971167	-0.999322	0.012345	0.034676	-0.003820	-0.971778	0.235865
08628		9.789061	-0.029338	1.917973	0.380608	0.441279	0.145505				-0.007000	-0.009474	-0.006854				-0.612549	0.144287	-0.623291	0.097890	-0.000296	0.019184	1.000000	-0.000035	-0.000047	-0.000034	8.366135	-76.218325	81.152427	0.036640	0.235388	0.971211	-0.999320	0.012542	0.034661	-0.004022	-0.971821	0.235688
08629		9.787506	-0.042388	1.885609	0.393641	0.470657	0.135987				-0.005334	-0.003964	-0.006171				-0.605957	0.146484	-0.614014	0.097875	-0.000426	0.018858	1.000000	-0.000027	-0.000020	-0.000031	8.366152	-76.225266	81.140798	0.036670	0.235265	0.971239	-0.999319	0.012740	0.034644	-0.004223	-0.971848	0.235571
08630		9.770660	-0.057646	1.892741	0.408157	0.458080	0.120850				-0.004533	-0.006907	-0.006981				-0.599121	0.146484	-0.620850	0.097706	-0.000579	0.018931	1.000000	-0.000023	-0.000035	-0.000035	8.368873	-76.234246	81.127001	0.036703	0.235105	0.971277	-0.999316	0.012929	0.034633	-0.004415	-0.971884	0.235419
08631		9.799308	-0.059385	1.872647	0.410943	0.482696	0.143964				-0.001783	-0.008142	-0.004573				-0.605713	0.142090	-0.618408	0.097992	-0.000596	0.018730	1.000000	-0.000009	-0.000041	-0.000023	8.368664	-76.243688	81.117699	0.036716	0.234941	0.971316	-0.999315	0.013089	0.034609	-0.004583	-0.971921	0.235261
08632		9.812685	-0.063351	1.891972	0.415206	0.465421	0.161446				0.003950	-0.005951	-0.005636				-0.608154	0.144287	-0.620850	0.098126	-0.000637	0.018923	1.000000	0.000020	-0.000030	-0.000028	8.372904	-76.251871	81.107666	0.036736	0.234798	0.971350	-0.999314	0.013187	0.034606	-0.004684	-0.971955	0.235121
08633		9.812792	-0.062742	1.891438	0.414616	0.464549	0.161511				0.007275	-0.005011	-0.004628				-0.608154	0.144287	-0.616211	0.098127	-0.000630	0.018917	1.000000	0.000036	-0.000025	-0.000023	8.376960	-76.259533	81.099318	0.036750	0.234664	0.971382	-0.999313	0.013260	0.034604	-0.004760	-0.971986	0.234990
08634		9.841416	-0.064345	1.871445	0.417377	0.489097	0.184637				0.008076	-0.007954	-0.005438				-0.601318	0.144287	-0.618652	0.098413	-0.000647	0.018718	1.000000	0.000040	-0.000040	-0.000027	8.384043	-76.269165	81.088885	0.036768	0.234496	0.971422	-0.999312	0.013316	0.034609	-0.004819	-0.972026	0.234824
08635		9.811346	-0.075082	1.858493	0.427061	0.492987	0.152087				0.009167	-0.004618	-0.003355				-0.601563	0.146484	-0.623291	0.098113	-0.000753	0.018587	1.000000	0.000046	-0.000023	-0.000017	8.386110	-76.276711	81.083700	0.036769	0.234366	0.971453	-0.999312	0.013367	0.034599	-0.004876	-0.972056	0.234696
08636		9.803580	-0.036349	1.842031	0.387911	0.506361	0.142096				0.015244	-0.004912	0.000060				-0.605957	0.144287	-0.620850	0.098035	-0.000365	0.018423	1.000000	0.000076	-0.000025	0.000000	8.383007	-76.284628	81.087626	0.036732	0.234236	0.971486	-0.999313	0.013346	0.034567	-0.004869	-0.972088	0.234566
08637		9.833881	-0.024451	1.853792	0.377051	0.500729	0.174778				0.016100	-0.006843	-0.005635				-0.608154	0.146484	-0.620850	0.098338	-0.000249	0.018541	1.000000	0.000081	-0.000034	-0.000028	8.395114	-76.293244	81.076196	0.036756	0.234085	0.971521	-0.999312	0.013335	0.034595	-0.004857	-0.972125	0.234414
08638		9.817047	-0.039625	1.860910	0.391573	0.488191	0.159640				0.014784	-0.004757	-0.001480				-0.612549	0.144287	-0.618652	0.098170	-0.000398	0.018611	1.000000	0.000074	-0.000024	-0.000007	8.395505	-76.301204	81.076345	0.036735	0.233951	0.971554	-0.999313	0.013321	0.034577	-0.004853	-0.972157	0.234280
08639		9.847332	-0.027786	1.872756	0.380704	0.482554	0.192318				0.018050	-0.005134	-0.002418				-0.603760	0.146484	-0.623291	0.098473	-0.000281	0.018730	1.000000	0.000090	-0.000026	-0.000012	8.400679	-76.309120	81.073201	0.036727	0.233817	0.971587	-0.999314	0.013283	0.034578	-0.004821	-0.972190	0.234144
08640		9.824330	0.008887	1.895583	0.343025	0.454024	0.176655				0.016617	-0.005682	-0.002152				-0.610107	0.137695	-0.623047	0.098243	0.000086	0.018959	1.000000	0.000083	-0.000028	-0.000011	8.404048	-76.317580	81.071385	0.036712	0.233674	0.971622	-0.999314	0.013253	0.034571	-0.004798	-0.972225	0.234000
08641		9.822757	-0.004045	1.863225	0.356115	0.483393	0.167177				0.018391	-0.007924	-0.004768				-0.610352	0.146484	-0.616211	0.098227	-0.000045	0.018636	1.000000	0.000092	-0.000040	-0.000024	8.415863	-76.326880	81.061609	0.036727	0.233512	0.971660	-0.999314	0.013217	0.034596	-0.004764	-0.972264	0.233837
08642		9.794400	-0.001186	1.881897	0.352129	0.457011	0.144167				0.020801	-0.006368	-0.000013				-0.610352	0.142090	-0.623047	0.097943	-0.000014	0.018822	1.000000	0.000104	-0.000032	-0.000000	8.417828	-76.336081	81.064740	0.036690	0.233360	0.971698	-0.999316	0.013124	0.034581	-0.004682	-0.972302	0.233681
08643		9.822965	-0.002985	1.862131	0.354936	0.481605	0.167306				0.018681	-0.001644	-0.001879				-0.612549	0.144287	-0.618652	0.098229	-0.000033	0.018622	1.000000	0.000093	-0.000008	-0.000009	8.420923	-76.342064	81.064109	0.036677	0.233259	0.971723	-0.999316	0.013079	0.034579	-0.004643	-0.972327	0.233579
08644		9.806088	-0.018351	1.869518	0.369473	0.469034	0.152165				0.020400	-0.004897	0.000390				-0.608154	0.142090	-0.620850	0.098060	-0.000185	0.018698	1.000000	0.000102	-0.000024	0.000002	8.420969	-76.350444	81.068669	0.036636	0.233121	0.971757	-0.999318	0.012993	0.034559	-0.004570	-0.972361	0.233439
08645		9.807884	-0.004527	1.900729	0.355188	0.437941	0.161752				0.017593	-0.004675	0.002867				-0.605957	0.144287	-0.618652	0.098078	-0.000046	0.019010	1.000000	0.000088	-0.000023	0.000014	8.413405	-76.358543	81.078365	0.036576	0.232992	0.971791	-0.999321	0.012948	0.034508	-0.004542	-0.972392	0.233307
08646		9.796415	0.013769	1.911974	0.336045	0.423256	0.153933				0.018107	-0.003820	-0.000479				-0.605957	0.146484	-0.618652	0.097964	0.000136	0.019122	1.000000	0.000091	-0.000019	-0.000002	8.413575	-76.366057	81.081335	0.036544	0.232868	0.971822	-0.999322	0.012889	0.034490	-0.004494	-0.972423	0.233181
08647		9.791105	-0.019739	1.907631	0.369125	0.424538	0.146665				0.016674	-0.004368	-0.000212				-0.605957	0.146484	-0.618652	0.097911	-0.000199	0.019078	1.000000	0.000083	-0.000022	-0.000001	8.412564	-76.373724	81.083745	0.036514	0.232741	0.971853	-0.999323	0.012859	0.034466	-0.004475	-0.972454	0.233053
08648		9.783335	0.018976	1.891035	0.329988	0.437952	0.136650				0.015181	-0.006234	-0.001889				-0.610107	0.139893	-0.618408	0.097833	0.000187	0.018913	1.000000	0.000076	-0.000031	-0.000009	8.414208	-76.382437	81.082338	0.036497	0.232594	0.971889	-0.999324	0.012851	0.034452	-0.004476	-0.972489	0.232906
08649		9.762843	-0.016390	1.925881	0.364490	0.397351	0.123693				0.012370	-0.006321	-0.006239				-0.605713	0.142090	-0.616211	0.097628	-0.000168	0.019262	1.000000	0.000062	-0.000032	-0.000031	8.425514	-76.390706	81.069538	0.036527	0.232447	0.971923	-0.999323	0.012877	0.034477	-0.004501	-0.972524	0.232760
08650		9.768314	0.018489	1.929377	0.330224	0.394309	0.131068				0.017241	-0.002506	-0.008446				-0.603271	0.137695	-0.620605	0.097683	0.000179	0.019295	1.000000	0.000086	-0.000013	-0.000042	8.444008	-76.396950	81.053807	0.036574	0.232333	0.971948	-0.999321	0.012834	0.034537	-0.004450	-0.972552	0.232644
08651		9.810145	0.012749	1.929569	0.337856	0.402447	0.171613				0.017987	-0.006459	-0.004368				-0.610352	0.144287	-0.618652	0.098101	0.000124	0.019299	1.000000	0.000090	-0.000032	-0.000022	8.454228	-76.405452	81.045436	0.036586	0.232185	0.971983	-0.999321	0.012801	0.034557	-0.004419	-0.972587	0.232495
08652		9.766822	0.006772	1.896564	0.342771	0.422796	0.121676				0.015575	-0.008020	-0.009123				-0.603516	0.142090	-0.620850	0.097667	0.000062	0.018970	1.000000	0.000078	-0.000040	-0.000046	8.475277	-76.414582	81.026145	0.036640	0.232020	0.972021	-0.999319	0.012775	0.034619	-0.004385	-0.972627	0.232330
08653		9.810416	0.014785	1.928178	0.336670	0.400704	0.171723				0.013802	-0.005776	-0.006509				-0.603760	0.148682	-0.616455	0.098104	0.000143	0.019285	1.000000	0.000069	-0.000029	-0.000033	8.487913	-76.422515	81.012824	0.036673	0.231878	0.972053	-0.999318	0.012788	0.034651	-0.004396	-0.972661	0.232189
08654		9.810503	0.015615	1.927727	0.336037	0.399854	0.171778				0.011568	-0.003378	-0.005434				-0.612549	0.139893	-0.625244	0.098105	0.000152	0.019279	1.000000	0.000058	-0.000017	-0.000027	8.494983	-76.429147	81.003970	0.036691	0.231761	0.972080	-0.999317	0.012818	0.034663	-0.004427	-0.972688	0.232073
08655		9.822112	-0.001836	1.915790	0.353990	0.412762	0.179733				0.010195	-0.002606	-0.003223				-0.605957	0.144287	-0.620850	0.098221	-0.000021	0.019159	1.000000	0.000051	-0.000013	-0.000016	8.496748	-76.435561	80.999707	0.036691	0.231651	0.972107	-0.999317	0.012859	0.034654	-0.004473	-0.972714	0.231965
08656		9.805244	-0.016999	1.923242	0.368529	0.400235	0.164584				0.011568	-0.003379	-0.005435				-0.607666	0.135498	-0.625244	0.098052	-0.000174	0.019234	1.000000	0.000058	-0.000017	-0.000027	8.505120	-76.442293	80.990914	0.036709	0.231533	0.972134	-0.999316	0.012866	0.034671	-0.004480	-0.972742	0.231847
08657		9.837442	0.001633	1.875763	0.351426	0.452902	0.185569				0.006411	-0.003396	-0.005766				-0.608398	0.150879	-0.621094	0.098374	0.000013	0.018759	1.000000	0.000032	-0.000017	-0.000029	8.510980	-76.448939	80.980208	0.036734	0.231414	0.972161	-0.999315	0.012949	0.034678	-0.004564	-0.972769	0.231731
08658		9.809005	0.004568	1.894935	0.347408	0.426628	0.162516				0.009335	-0.000981	-0.004360				-0.608154	0.146484	-0.623291	0.098090	0.000043	0.018950	1.000000	0.000047	-0.000005	-0.000022	8.514347	-76.454310	80.974882	0.036742	0.231321	0.972183	-0.999314	0.012982	0.034678	-0.004599	-0.972791	0.231639
08659		9.809062	0.005418	1.894637	0.346817	0.425766	0.162573				0.014773	-0.005077	-0.008318				-0.610352	0.146484	-0.618652	0.098090	0.000049	0.018949	1.000000	0.000074	-0.000025	-0.000042	8.531613	-76.461691	80.957372	0.036793	0.231186	0.972214	-0.999312	0.012990	0.034729	-0.004600	-0.972823	0.231505
08660		9.820668	-0.011722	1.882740	0.364739	0.438647	0.170545				0.010307	-0.000282	-0.006169				-0.610107	0.137695	-0.623047	0.098207	-0.000121	0.018828	1.000000	0.000052	-0.000001	-0.000031	8.538610	-76.466635	80.947690	0.036818	0.231097	0.972234	-0.999311	0.013037	0.034745	-0.004645	-0.972843	0.231418
